gene_id,gc_content,gene_name
ENSG00000119965.13,36.12,C10orf88
ENSG00000228656.1,49.26,MYO5BP3
ENSG00000148331.12,58.84,ASB6
ENSG00000273746.1,46.11,
ENSG00000231590.2,46.13,
ENSG00000158164.7,43.03,TMSB15A
ENSG00000271005.1,34.75,CTHRC1P1
ENSG00000102010.15,38.80,BMX
ENSG00000254636.1,44.26,ARMS2
ENSG00000213820.3,59.94,RPL13P2
ENSG00000101347.11,43.83,SAMHD1
ENSG00000107938.18,39.09,EDRF1
ENSG00000286842.1,43.24,
ENSG00000221844.2,57.37,DPP3P2
ENSG00000239792.2,57.93,CDRT15P5
ENSG00000235901.2,37.00,
ENSG00000180447.7,59.68,GAS1
ENSG00000172986.13,43.27,GXYLT2
ENSG00000229582.3,46.95,PBX3-DT
ENSG00000231741.2,42.99,
ENSG00000250068.1,43.84,
ENSG00000226246.1,56.82,KRT18P36
ENSG00000127084.19,49.44,FGD3
ENSG00000253318.1,46.82,TMCC1P1
ENSG00000283674.3,45.42,
ENSG00000259371.2,48.80,
ENSG00000241111.1,41.93,PRICKLE2-AS1
ENSG00000250862.1,42.48,HMGB1P29
ENSG00000250080.1,50.12,
ENSG00000242705.1,36.67,ICE2P2
ENSG00000248709.3,38.10,
ENSG00000092010.15,57.43,PSME1
ENSG00000277746.1,38.05,
ENSG00000237456.3,53.58,ID2B
ENSG00000249605.1,37.30,
ENSG00000286828.1,37.49,
ENSG00000248758.1,37.81,
ENSG00000213891.3,52.33,RPL3P6
ENSG00000253544.1,39.07,C1GALT1P3
ENSG00000250482.3,53.74,DUX4L51
ENSG00000229637.4,52.41,PRAC2
ENSG00000206203.5,57.49,TSSK2
ENSG00000172239.14,38.36,PAIP1
ENSG00000155926.14,46.54,SLA
ENSG00000231870.4,59.40,KRT17P3
ENSG00000063515.3,64.33,GSC2
ENSG00000100075.10,67.08,SLC25A1
ENSG00000259585.2,47.40,RBM17P4
ENSG00000287020.1,35.96,
ENSG00000153558.16,38.73,FBXL2
ENSG00000287439.1,39.18,
ENSG00000259393.2,39.71,
ENSG00000280515.1,46.85,SALRNA2
ENSG00000259477.1,55.32,
ENSG00000265746.1,46.79,KYNUP2
ENSG00000188779.12,60.12,SKOR1
ENSG00000251239.1,53.11,
ENSG00000237328.1,55.30,RAI1-AS1
ENSG00000264943.1,58.23,SH3GL1P2
ENSG00000266490.1,37.01,
ENSG00000249906.1,51.11,NGFR-AS1
ENSG00000279036.1,65.40,
ENSG00000223979.2,47.56,SMCR2
ENSG00000285602.1,39.26,
ENSG00000225833.1,39.44,GS1-594A7.3
ENSG00000237539.1,65.30,
ENSG00000169239.13,41.70,CA5B
ENSG00000108848.16,39.65,LUC7L3
ENSG00000248227.1,40.72,LINC02513
ENSG00000242262.1,53.08,
ENSG00000259899.1,47.72,
ENSG00000261158.1,47.21,
ENSG00000129028.9,36.59,THAP10
ENSG00000279413.1,62.77,
ENSG00000048471.14,47.13,SNX29
ENSG00000109819.9,38.32,PPARGC1A
ENSG00000200620.1,47.48,
ENSG00000281371.1,44.13,INE2
ENSG00000182287.15,36.69,AP1S2
ENSG00000259252.1,56.72,
ENSG00000259309.2,49.29,
ENSG00000259715.1,45.10,
ENSG00000171956.7,41.12,FOXB1
ENSG00000277144.1,41.62,
ENSG00000259411.1,47.12,HNRNPA1P45
ENSG00000258855.1,45.64,OR11J2P
ENSG00000259558.1,47.02,MESTP2
ENSG00000259616.2,40.22,
ENSG00000137880.6,57.26,GCHFR
ENSG00000240056.2,49.58,
ENSG00000280007.1,50.70,
ENSG00000187979.4,39.24,FAM230D
ENSG00000283122.1,40.45,HYMAI
ENSG00000271040.1,52.72,TMEM242-DT
ENSG00000228834.1,50.58,ATP5MFP2
ENSG00000269966.1,36.63,
ENSG00000276160.1,57.25,GGTLC5P
ENSG00000217041.1,42.48,
ENSG00000287976.1,39.76,
ENSG00000274044.5,40.65,FAM230J
ENSG00000225879.2,42.94,
ENSG00000217169.2,42.11,MTHFD2P2
ENSG00000074410.14,48.38,CA12
ENSG00000235050.6,36.83,MLIP-AS1
ENSG00000141385.12,44.64,AFG3L2
ENSG00000058600.16,51.68,POLR3E
ENSG00000112378.12,39.25,PERP
ENSG00000111962.8,41.41,UST
ENSG00000276874.1,37.88,
ENSG00000275060.1,61.16,PPP1R26P3
ENSG00000183785.16,48.30,TUBA8
ENSG00000213087.3,46.98,
ENSG00000146276.12,43.42,GABRR1
ENSG00000233721.1,45.90,
ENSG00000260677.1,41.03,
ENSG00000238010.1,58.36,
ENSG00000135002.12,40.41,RFK
ENSG00000100908.14,53.51,EMC9
ENSG00000277879.1,42.43,
ENSG00000287358.1,50.16,
ENSG00000137038.8,38.15,DMAC1
ENSG00000278664.1,73.24,DUX4L10
ENSG00000200566.1,34.78,RNU5F-7P
ENSG00000226536.1,41.61,SETP15
ENSG00000169188.5,49.09,APEX2
ENSG00000254536.2,48.86,
ENSG00000239900.14,45.00,ADSL
ENSG00000226428.1,51.47,RPL15P13
ENSG00000279725.1,55.98,
ENSG00000119509.13,38.92,INVS
ENSG00000176769.9,48.72,TCERG1L
ENSG00000251680.6,35.96,
ENSG00000064652.11,40.32,SNX24
ENSG00000131019.11,51.20,ULBP3
ENSG00000158578.21,43.13,ALAS2
ENSG00000219087.2,36.75,MTND4LP19
ENSG00000285797.1,41.53,
ENSG00000278206.1,37.60,
ENSG00000224417.2,48.20,
ENSG00000231912.2,38.74,
ENSG00000223528.7,46.18,
ENSG00000237596.7,39.34,
ENSG00000259673.6,39.63,IQCH-AS1
ENSG00000198873.12,50.47,GRK5
ENSG00000259321.1,43.20,
ENSG00000236173.1,49.43,
ENSG00000238099.3,40.34,LINC01625
ENSG00000100911.16,52.29,PSME2
ENSG00000215296.10,41.43,TMCO5B
ENSG00000218772.2,54.63,FAM8A6P
ENSG00000288101.1,34.50,
ENSG00000220908.2,58.04,LINC02531
ENSG00000279637.1,58.10,
ENSG00000276960.1,35.55,
ENSG00000286186.1,56.93,
ENSG00000218173.1,41.07,
ENSG00000275186.1,60.17,
ENSG00000228231.2,32.07,TINAG-AS1
ENSG00000279981.1,50.72,
ENSG00000279397.1,46.54,
ENSG00000051620.11,47.12,HEBP2
ENSG00000286296.1,50.51,
ENSG00000060069.18,53.38,CTDP1
ENSG00000259217.2,66.00,
ENSG00000270964.1,46.77,MAP2K5-DT
ENSG00000157483.9,43.51,MYO1E
ENSG00000132530.17,44.21,XAF1
ENSG00000219387.2,43.88,ATF1P1
ENSG00000242206.2,51.73,RPS26P35
ENSG00000213118.4,55.47,CHCHD2P4
ENSG00000203876.10,41.95,ADD3-AS1
ENSG00000287736.1,48.67,PTCSC1
ENSG00000046889.19,37.16,PREX2
ENSG00000196634.3,36.44,LUADT1
ENSG00000216480.2,45.28,
ENSG00000131016.17,43.87,AKAP12
ENSG00000272627.1,30.43,
ENSG00000233477.1,44.31,PPIAP38
ENSG00000248654.1,41.96,MTCO3P44
ENSG00000226557.1,44.67,TRAF6P1
ENSG00000278790.1,73.09,DUX4L12
ENSG00000248851.1,48.74,
ENSG00000227096.1,45.06,HMGB3P8
ENSG00000224023.10,42.12,EDRF1-DT
ENSG00000248262.1,42.09,
ENSG00000249452.2,50.93,
ENSG00000248936.1,48.04,
ENSG00000251210.6,36.94,LINC02270
ENSG00000286088.1,40.78,
ENSG00000175449.14,37.57,RFESD
ENSG00000232805.1,47.85,NIP7P1
ENSG00000228484.3,42.61,
ENSG00000223765.3,35.27,LINC01626
ENSG00000216723.1,49.94,NUDT19P3
ENSG00000232242.2,40.54,ZYG11AP1
ENSG00000230290.1,41.67,ARMC2-AS1
ENSG00000280446.1,54.10,
ENSG00000287302.1,38.00,
ENSG00000287936.1,39.64,
ENSG00000155918.8,52.49,RAET1L
ENSG00000075290.8,42.74,WNT8B
ENSG00000136824.19,35.98,SMC2
ENSG00000101216.11,53.45,GMEB2
ENSG00000278283.1,36.73,
ENSG00000234466.1,40.27,HDGFL3P1
ENSG00000238269.9,39.43,PAGE2B
ENSG00000145147.20,36.12,SLIT2
ENSG00000112742.10,34.98,TTK
ENSG00000270778.1,38.88,BUB1P1
ENSG00000265763.4,49.61,ZNF488
ENSG00000145721.12,39.26,LIX1
ENSG00000248839.1,47.96,
ENSG00000234158.1,45.93,RPEP2
ENSG00000271353.1,45.35,
ENSG00000263041.2,37.28,
ENSG00000239572.3,36.02,
ENSG00000234068.7,39.08,PAGE2
ENSG00000277274.1,73.13,DUX4L22
ENSG00000276046.1,73.16,DUX4L13
ENSG00000273312.2,47.62,
ENSG00000230789.1,41.51,ARHGAP26-IT1
ENSG00000232334.1,58.86,
ENSG00000227586.5,51.61,RPS26P39
ENSG00000251387.1,50.02,
ENSG00000182645.6,34.42,CCDC172
ENSG00000249829.2,52.26,
ENSG00000251066.1,52.57,
ENSG00000114541.15,41.41,FRMD4B
ENSG00000249380.1,35.84,
ENSG00000279118.1,39.68,
ENSG00000278319.1,43.33,
ENSG00000276929.1,45.16,
ENSG00000250347.1,55.61,
ENSG00000186678.7,39.79,
ENSG00000253865.1,49.03,
ENSG00000229760.1,42.56,MTCO1P52
ENSG00000231947.1,35.36,MTND2P24
ENSG00000238047.1,39.07,MTND1P30
ENSG00000272239.1,35.86,
ENSG00000249607.1,41.30,TRPC6P9
ENSG00000215325.4,54.26,ASS1P10
ENSG00000249363.1,40.91,TRPC6P2
ENSG00000223652.2,61.50,PRDM6-AS1
ENSG00000196924.19,62.28,FLNA
ENSG00000173930.9,34.85,SLCO4C1
ENSG00000111701.7,44.28,APOBEC1
ENSG00000197457.10,59.38,STMN3
ENSG00000148908.15,49.42,RGS10
ENSG00000152217.20,42.22,SETBP1
ENSG00000259496.2,53.08,GEMIN8P1
ENSG00000259335.1,49.94,HNRNPMP1
ENSG00000259447.1,37.51,
ENSG00000243509.6,65.03,TNFRSF6B
ENSG00000259470.2,56.73,KRT8P9
ENSG00000237618.1,36.13,BTBD7P2
ENSG00000226253.1,45.60,MRPL35P3
ENSG00000234474.3,47.50,MIR3663HG
ENSG00000259452.2,51.48,
ENSG00000259288.7,49.72,BUB1B-PAK6
ENSG00000260392.6,36.89,
ENSG00000101246.20,62.43,ARFRP1
ENSG00000237472.1,41.38,
ENSG00000251135.2,37.79,
ENSG00000185737.13,37.51,NRG3
ENSG00000223679.1,38.74,
ENSG00000159182.5,49.75,PRAC1
ENSG00000100218.12,55.52,RSPH14
ENSG00000251293.1,34.52,
ENSG00000277152.1,50.45,
ENSG00000113532.13,34.13,ST8SIA4
ENSG00000262823.1,55.86,
ENSG00000166128.13,39.78,RAB8B
ENSG00000172243.18,37.42,CLEC7A
ENSG00000263603.1,54.04,
ENSG00000287467.1,45.55,
ENSG00000253111.2,46.84,
ENSG00000267482.1,43.62,
ENSG00000254065.1,45.79,
ENSG00000108349.17,45.50,CASC3
ENSG00000254037.2,48.69,
ENSG00000227514.3,62.08,
ENSG00000283856.1,59.74,MIR7703
ENSG00000286034.1,41.05,
ENSG00000259529.2,52.88,
ENSG00000184374.3,37.14,COLEC10
ENSG00000199804.1,48.33,RNA5SP383
ENSG00000249774.1,51.20,
ENSG00000049759.20,43.38,NEDD4L
ENSG00000288008.1,39.20,
ENSG00000227753.3,43.83,RPL36AP31
ENSG00000250402.2,36.93,
ENSG00000134970.14,37.81,TMED7
ENSG00000287230.1,44.89,
ENSG00000128266.9,57.36,GNAZ
ENSG00000235165.2,51.65,CDK5P1
ENSG00000259929.5,42.61,
ENSG00000286937.1,36.12,
ENSG00000260580.1,46.71,
ENSG00000136997.21,51.53,MYC
ENSG00000196497.17,58.10,IPO4
ENSG00000284042.1,58.12,TAF11L6
ENSG00000153443.13,64.70,UBALD1
ENSG00000186367.7,35.75,MINAR2
ENSG00000283438.1,53.62,Metazoa_SRP
ENSG00000275635.1,38.33,U7
ENSG00000186716.21,53.07,BCR
ENSG00000239528.1,53.12,RPS14P8
ENSG00000251648.2,51.61,
ENSG00000225147.1,50.40,RPS12P10
ENSG00000249803.6,37.50,
ENSG00000148704.13,54.08,VAX1
ENSG00000259650.1,55.27,
ENSG00000286503.1,38.82,
ENSG00000279130.1,36.58,
ENSG00000166233.15,38.72,ARIH1
ENSG00000249582.1,44.84,RPL7L1P4
ENSG00000224079.1,58.54,
ENSG00000167183.3,52.00,PRR15L
ENSG00000234811.1,48.63,
ENSG00000233082.1,59.11,
ENSG00000282875.1,54.77,
ENSG00000237417.1,46.19,XRCC6P1
ENSG00000164308.17,38.41,ERAP2
ENSG00000236708.1,46.78,SDK1-AS1
ENSG00000215760.2,45.32,TAF9BP2
ENSG00000095485.18,42.57,CWF19L1
ENSG00000251665.1,58.23,
ENSG00000127586.17,66.52,CHTF18
ENSG00000286874.1,60.99,
ENSG00000263531.1,42.84,
ENSG00000287541.1,69.66,
ENSG00000278765.1,38.47,
ENSG00000278346.1,45.78,
ENSG00000164853.9,67.18,UNCX
ENSG00000244559.1,43.75,
ENSG00000242960.1,49.82,FTH1P23
ENSG00000253756.1,48.01,CARS1P2
ENSG00000259820.1,36.21,MIR30DHG
ENSG00000263657.1,41.19,
ENSG00000176208.9,41.02,ATAD5
ENSG00000271858.5,61.17,
ENSG00000156787.17,39.82,TBC1D31
ENSG00000239857.7,59.75,GET4
ENSG00000272149.1,48.45,
ENSG00000244464.2,38.77,
ENSG00000241319.1,39.96,SETP6
ENSG00000136939.1,48.72,OR1L4
ENSG00000181997.8,52.38,AQP7P2
ENSG00000177736.4,49.54,FXNP2
ENSG00000177291.4,51.74,GJD4
ENSG00000251349.3,39.88,MSANTD3-TMEFF1
ENSG00000165832.6,36.88,TRUB1
ENSG00000231178.3,44.19,
ENSG00000218896.1,52.53,TUBB8P2
ENSG00000217085.2,43.93,HMGB3P19
ENSG00000260771.1,53.87,
ENSG00000163618.18,40.00,CADPS
ENSG00000287877.1,38.20,
ENSG00000286540.1,35.29,
ENSG00000276620.1,47.45,
ENSG00000229418.2,42.82,
ENSG00000225148.1,38.20,
ENSG00000216990.2,38.31,HSPD1P10
ENSG00000220340.1,43.30,MTCO1P56
ENSG00000215002.2,46.95,RPL23AP59
ENSG00000234675.1,37.63,
ENSG00000274594.1,63.51,
ENSG00000112306.8,42.19,RPS12
ENSG00000148700.15,38.65,ADD3
ENSG00000285887.1,51.19,
ENSG00000285652.1,38.55,
ENSG00000287843.1,35.99,
ENSG00000247157.7,40.07,LINC01252
ENSG00000220378.3,56.80,KRT8P42
ENSG00000223615.2,46.20,
ENSG00000227958.1,51.83,
ENSG00000164411.12,40.38,GJB7
ENSG00000157303.11,52.28,SUSD3
ENSG00000275119.1,37.04,
ENSG00000235168.1,42.64,
ENSG00000111261.14,43.98,MANSC1
ENSG00000259232.2,53.87,
ENSG00000153721.19,42.74,CNKSR3
ENSG00000137841.12,56.84,PLCB2
ENSG00000126368.6,56.53,NR1D1
ENSG00000256084.1,46.39,
ENSG00000286303.1,36.66,
ENSG00000255790.6,40.75,
ENSG00000255641.1,33.66,
ENSG00000197114.12,49.61,ZGPAT
ENSG00000118976.5,44.15,OTUD4P1
ENSG00000255734.1,48.77,HNRNPABP1
ENSG00000255973.1,46.71,
ENSG00000226091.7,45.31,LINC00937
ENSG00000266222.1,41.97,
ENSG00000274551.1,34.82,
ENSG00000244131.2,48.37,RPSAP51
ENSG00000108651.10,44.10,UTP6
ENSG00000256626.1,37.73,
ENSG00000255585.3,53.89,
ENSG00000121335.12,41.24,PRB2
ENSG00000236794.5,64.31,BCRP8
ENSG00000240160.3,54.83,RN7SL263P
ENSG00000130560.9,51.81,UBAC1
ENSG00000230701.2,58.69,FBXW4P1
ENSG00000288683.1,48.68,
ENSG00000256155.1,40.47,LINC02598
ENSG00000261795.1,57.01,
ENSG00000283991.1,50.10,
ENSG00000166535.20,44.23,A2ML1
ENSG00000164880.16,63.53,INTS1
ENSG00000081377.17,42.85,CDC14B
ENSG00000100116.17,54.21,GCAT
ENSG00000285613.1,44.85,
ENSG00000260741.1,46.27,
ENSG00000259871.1,37.34,
ENSG00000261397.1,45.67,LINC01177
ENSG00000279410.1,47.08,
ENSG00000260378.1,42.00,
ENSG00000260681.1,55.57,
ENSG00000259925.1,44.02,
ENSG00000170540.15,40.64,ARL6IP1
ENSG00000271820.1,56.45,
ENSG00000213078.3,45.40,
ENSG00000118689.15,41.71,FOXO3
ENSG00000225096.3,37.24,
ENSG00000239602.1,46.41,RPL35AP16
ENSG00000205302.7,35.79,SNX2
ENSG00000128310.3,66.11,GALR3
ENSG00000273154.3,50.34,
ENSG00000284197.1,71.00,MIR658
ENSG00000207696.1,53.61,MIR659
ENSG00000168438.15,37.34,CDC40
ENSG00000100129.18,46.00,EIF3L
ENSG00000274501.1,48.04,
ENSG00000273047.1,75.95,
ENSG00000125520.14,67.44,SLC2A4RG
ENSG00000261636.2,43.52,LINC02191
ENSG00000280283.1,46.38,
ENSG00000261465.7,42.81,COQ7-DT
ENSG00000265791.1,46.23,
ENSG00000249870.1,39.35,
ENSG00000261617.2,44.10,LINC02177
ENSG00000265863.1,41.17,GPR160P2
ENSG00000248883.2,45.13,B4GALNT2P1
ENSG00000263787.1,41.35,SKAP1-AS1
ENSG00000261482.1,61.33,
ENSG00000241932.1,46.30,RPL35AP34
ENSG00000260934.1,43.48,
ENSG00000131480.9,52.48,AOC2
ENSG00000260087.1,39.44,PCMTD1P2
ENSG00000266994.1,52.47,
ENSG00000280400.1,38.84,
ENSG00000274834.1,46.77,
ENSG00000283110.1,66.53,
ENSG00000278389.1,47.33,
ENSG00000286790.1,46.82,
ENSG00000279165.1,37.24,
ENSG00000261759.1,43.17,
ENSG00000283065.1,67.89,
ENSG00000261486.1,63.33,RARRES2P9
ENSG00000263715.7,49.67,LINC02210-CRHR1
ENSG00000259996.1,61.31,RARRES2P8
ENSG00000260846.2,46.99,FRG2HP
ENSG00000260680.1,38.85,AGGF1P5
ENSG00000260611.1,39.73,
ENSG00000259979.1,47.98,VN1R68P
ENSG00000261752.1,38.50,AGGF1P8
ENSG00000265334.1,41.16,
ENSG00000261009.1,49.32,
ENSG00000173991.6,64.01,TCAP
ENSG00000259987.1,64.05,DUX4L46
ENSG00000260522.1,50.76,
ENSG00000261053.1,41.07,NAMPTP3
ENSG00000241269.1,66.10,
ENSG00000261445.1,39.90,
ENSG00000229299.2,57.09,ZBTB46-AS2
ENSG00000259990.2,52.40,
ENSG00000231208.4,55.11,ZBTB46-AS1
ENSG00000227011.4,40.37,LINC02876
ENSG00000157927.17,53.13,RADIL
ENSG00000261461.1,53.82,UBE2MP1
ENSG00000260958.3,41.38,
ENSG00000260967.1,62.88,RARRES2P5
ENSG00000075043.20,62.30,KCNQ2
ENSG00000154945.7,44.45,ANKRD40
ENSG00000260067.1,28.83,MTND4LP25
ENSG00000091651.9,44.16,ORC6
ENSG00000287823.1,56.72,
ENSG00000227678.8,39.18,
ENSG00000285917.1,50.67,
ENSG00000287683.1,35.10,
ENSG00000274903.1,43.00,
ENSG00000146425.11,45.31,DYNLT1
ENSG00000121898.13,45.48,CPXM2
ENSG00000231863.2,41.53,
ENSG00000217878.2,50.61,
ENSG00000108465.15,51.50,CDK5RAP3
ENSG00000112038.18,38.81,OPRM1
ENSG00000248533.1,37.63,
ENSG00000248107.2,37.28,LINC02039
ENSG00000249159.6,39.39,
ENSG00000250672.1,55.80,
ENSG00000248600.2,38.91,
ENSG00000287826.1,39.49,
ENSG00000169946.14,37.04,ZFPM2
ENSG00000248529.5,42.48,
ENSG00000262885.1,54.80,
ENSG00000259856.1,61.29,RAB43P1
ENSG00000270688.1,49.70,
ENSG00000179755.3,59.01,
ENSG00000107187.17,65.60,LHX3
ENSG00000261800.2,56.31,
ENSG00000271585.1,46.48,SELENOTP2
ENSG00000213488.4,44.41,
ENSG00000275871.1,50.50,
ENSG00000260207.1,64.72,DUX4L47
ENSG00000086232.13,44.67,EIF2AK1
ENSG00000215196.5,43.91,BASP1-AS1
ENSG00000171208.10,38.67,NETO2
ENSG00000242405.2,42.86,
ENSG00000151025.11,36.98,GPR158
ENSG00000137809.17,49.23,ITGA11
ENSG00000256627.1,51.46,
ENSG00000256450.1,50.49,
ENSG00000169302.16,38.55,STK32A
ENSG00000060140.9,39.44,STYK1
ENSG00000288537.1,45.12,
ENSG00000148200.17,40.70,NR6A1
ENSG00000107554.17,43.71,DNMBP
ENSG00000254178.1,40.02,
ENSG00000253621.1,51.91,RPSAP74
ENSG00000253434.8,34.36,LINC02237
ENSG00000253972.6,39.64,MAL2-AS1
ENSG00000253877.6,33.66,LINC01608
ENSG00000060982.15,40.01,BCAT1
ENSG00000262561.1,48.56,
ENSG00000185774.16,37.71,KCNIP4
ENSG00000100139.14,55.92,MICALL1
ENSG00000261084.1,55.42,PPP1R1AP2
ENSG00000261350.1,34.86,
ENSG00000260281.6,37.66,ITFG1-AS1
ENSG00000248722.1,45.63,AK3P4
ENSG00000248569.1,50.75,
ENSG00000270123.4,50.78,VTRNA2-1
ENSG00000196470.12,45.20,SIAH1
ENSG00000249881.1,39.39,
ENSG00000248351.1,44.67,HSPD1P18
ENSG00000254557.1,36.35,
ENSG00000243939.1,43.03,
ENSG00000213935.3,43.16,RPL22P16
ENSG00000283686.2,59.02,
ENSG00000254294.1,57.53,IMPDH1P6
ENSG00000164292.13,40.56,RHOBTB3
ENSG00000254081.2,41.26,LINC01299
ENSG00000259522.3,56.75,
ENSG00000178381.12,54.85,ZFAND2A
ENSG00000169439.12,41.32,SDC2
ENSG00000069345.12,42.53,DNAJA2
ENSG00000217094.2,48.08,PPIAP31
ENSG00000287765.1,48.89,
ENSG00000100926.15,50.99,TM9SF1
ENSG00000074696.13,42.55,HACD3
ENSG00000155229.21,44.91,MMS19
ENSG00000241095.1,43.33,CYP51A1P1
ENSG00000163376.11,36.69,KBTBD8
ENSG00000272305.5,44.24,
ENSG00000248391.6,33.72,LINC02064
ENSG00000234618.1,51.46,RPSAP9
ENSG00000285987.1,41.63,
ENSG00000243974.1,49.29,VTI1BP1
ENSG00000272732.1,37.53,
ENSG00000148175.13,39.57,STOM
ENSG00000155070.8,58.21,UNC93B2
ENSG00000100412.17,49.69,ACO2
ENSG00000287665.1,52.71,
ENSG00000144744.17,37.06,UBA3
ENSG00000226943.3,54.32,ALG1L5P
ENSG00000067365.15,49.56,METTL22
ENSG00000164654.16,36.45,MIOS
ENSG00000251054.1,31.98,
ENSG00000249279.6,41.29,LINC02057
ENSG00000248295.2,39.76,DDX43P1
ENSG00000248588.2,39.78,
ENSG00000286839.1,41.03,
ENSG00000271792.1,60.71,
ENSG00000250847.1,40.26,
ENSG00000248667.1,38.68,
ENSG00000286010.1,45.39,
ENSG00000255130.1,43.59,
ENSG00000205038.12,35.49,PKHD1L1
ENSG00000254692.1,49.53,
ENSG00000229587.2,38.86,
ENSG00000276698.1,46.81,
ENSG00000044115.21,44.15,CTNNA1
ENSG00000278784.1,44.67,
ENSG00000165025.15,44.17,SYK
ENSG00000139908.15,50.36,TSSK4
ENSG00000248417.1,34.50,
ENSG00000213809.9,34.92,KLRK1
ENSG00000283083.2,37.71,LINC02498
ENSG00000231707.4,50.73,PABPC1P1
ENSG00000251430.1,44.90,MTCO3P27
ENSG00000249563.1,44.88,EVA1CP1
ENSG00000248425.1,41.87,
ENSG00000250893.1,41.72,
ENSG00000280043.1,47.02,
ENSG00000239696.3,37.27,
ENSG00000205794.4,45.74,
ENSG00000227719.1,43.44,
ENSG00000250561.2,49.10,OR7E59P
ENSG00000244031.3,39.37,RPS3AP17
ENSG00000147003.7,39.71,CLTRN
ENSG00000239715.1,56.58,
ENSG00000174343.6,42.93,CHRNA9
ENSG00000254505.11,50.74,CHMP4A
ENSG00000224593.1,41.23,
ENSG00000242611.2,56.92,
ENSG00000240859.3,51.41,LINC03014
ENSG00000147403.18,54.28,RPL10
ENSG00000261440.1,61.87,DUX4L45
ENSG00000249334.1,41.43,
ENSG00000261507.1,41.30,
ENSG00000205452.5,46.92,
ENSG00000242474.3,48.82,LINC03015
ENSG00000171476.22,42.94,HOPX
ENSG00000287905.1,46.47,
ENSG00000261608.1,60.41,SLC25A1P4
ENSG00000262011.1,39.14,
ENSG00000257016.1,61.11,SLC25A39P2
ENSG00000260994.1,38.66,AGGF1P7
ENSG00000237303.2,41.97,HIGD1AP8
ENSG00000287353.1,36.11,
ENSG00000256157.1,43.37,
ENSG00000155330.10,36.81,C16orf87
ENSG00000211455.8,37.77,STK38L
ENSG00000260669.2,50.54,
ENSG00000244167.1,42.36,
ENSG00000271077.1,37.24,PER3P1
ENSG00000188365.3,63.32,
ENSG00000225146.1,58.41,
ENSG00000213920.9,50.75,MDP1
ENSG00000106511.6,34.82,MEOX2
ENSG00000260675.1,39.34,TCERG1P2
ENSG00000261702.2,43.40,
ENSG00000260857.3,45.72,
ENSG00000259307.1,50.91,PLCB2-AS1
ENSG00000183324.11,38.40,REC114
ENSG00000259821.1,45.27,
ENSG00000283117.1,37.16,MGC4859
ENSG00000069329.18,38.86,VPS35
ENSG00000272745.1,30.80,
ENSG00000229091.3,44.85,HSPA8P8
ENSG00000281183.1,44.81,NPTN-IT1
ENSG00000259591.2,43.93,
ENSG00000177706.9,60.00,FAM20C
ENSG00000259410.5,46.53,
ENSG00000259473.1,56.13,LINC02205
ENSG00000255526.6,44.50,NEDD8-MDP1
ENSG00000167139.9,48.25,TBC1D21
ENSG00000244222.2,47.65,OR7E121P
ENSG00000241293.1,42.40,PPATP1
ENSG00000239440.6,35.75,LINC02008
ENSG00000188991.3,36.22,SLC15A5
ENSG00000253782.2,45.46,
ENSG00000256004.1,45.99,
ENSG00000242190.1,39.40,
ENSG00000083307.12,40.92,GRHL2
ENSG00000278963.1,40.35,
ENSG00000111713.3,37.09,GYS2
ENSG00000129559.13,43.50,NEDD8
ENSG00000072501.19,45.54,SMC1A
ENSG00000108798.9,54.01,ABI3
ENSG00000121440.15,41.51,PDZRN3
ENSG00000091490.11,43.64,SEL1L3
ENSG00000164916.11,52.09,FOXK1
ENSG00000146540.15,57.69,C7orf50
ENSG00000092295.12,54.94,TGM1
ENSG00000198689.13,40.97,SLC9A6
ENSG00000256256.1,53.98,
ENSG00000106723.17,41.25,SPIN1
ENSG00000165714.11,42.17,BORCS5
ENSG00000260109.1,45.53,
ENSG00000156642.17,41.20,NPTN
ENSG00000248895.1,60.51,
ENSG00000233380.1,60.88,RPS2P48
ENSG00000266601.1,50.28,
ENSG00000230657.8,44.73,PRB4
ENSG00000173714.8,57.83,WFIKKN2
ENSG00000260427.1,38.23,AGGF1P9
ENSG00000260724.1,39.32,VN1R69P
ENSG00000278138.2,44.37,CLUHP11
ENSG00000260889.1,60.19,CKBP1
ENSG00000270857.1,42.56,
ENSG00000226217.1,46.96,RPL19P1
ENSG00000254230.1,66.04,
ENSG00000088882.8,59.72,CPXM1
ENSG00000187742.15,42.36,SECISBP2
ENSG00000108960.9,40.95,MMD
ENSG00000261470.1,40.63,
ENSG00000158106.14,64.97,RHPN1
ENSG00000008394.13,36.94,MGST1
ENSG00000260590.1,44.00,
ENSG00000279415.1,46.63,
ENSG00000219722.1,42.59,RPL26P20
ENSG00000220598.1,35.14,SSR1P1
ENSG00000278681.2,46.29,
ENSG00000288085.1,34.15,
ENSG00000214581.6,38.15,ZNF971P
ENSG00000229720.1,51.31,
ENSG00000215223.3,45.49,CYP51A1P3
ENSG00000217824.1,42.60,SNRPEP6
ENSG00000280376.1,43.92,
ENSG00000227508.6,51.25,LINC01624
ENSG00000237515.9,43.22,SHISA9
ENSG00000280451.1,31.19,
ENSG00000286825.1,47.42,
ENSG00000198555.7,60.65,
ENSG00000157379.14,47.91,DHRS1
ENSG00000112769.20,39.12,LAMA4
ENSG00000241690.3,57.83,
ENSG00000236712.1,42.09,
ENSG00000287053.1,34.86,
