gene_id,gene_name,gc_content
ENSG00000283394.1,MIR7515,38.81
ENSG00000205837.7,LINC00487,41.84
ENSG00000225964.6,NRIR,40.29
ENSG00000151692.15,RNF144A,44.88
ENSG00000223145.1,RN7SKP112,48.43
ENSG00000221255.1,RNU6ATAC37P,43.51
ENSG00000235665.6,LINC00298,42.09
ENSG00000225642.1,SNRPEP5,40.65
ENSG00000115738.10,ID2,49.24
ENSG00000143797.12,MBOAT2,40.14
ENSG00000230886.3,HMGB1P25,44.98
ENSG00000223640.1,RPL30P3,41.14
ENSG00000151693.11,ASAP2,46.56
ENSG00000213772.3,EIF1P7,44.21
ENSG00000119185.13,ITGB1BP1,45.06
ENSG00000119203.14,CPSF3,42.05
ENSG00000134330.19,IAH1,45.86
ENSG00000134308.14,YWHAQ,40.32
ENSG00000207086.1,Y_RNA,42.06
ENSG00000200034.1,RNU4-73P,39.01
ENSG00000115750.17,TAF1B,39.49
ENSG00000134317.18,GRHL1,42.62
ENSG00000172059.11,KLF11,50.79
ENSG00000171848.16,RRM2,50.79
ENSG00000265418.1,MIR4261,60.34
ENSG00000264030.2,RN7SL66P,51.52
ENSG00000115756.13,HPCAL1,52.12
ENSG00000206633.1,SNORA80B,58.82
ENSG00000243819.4,RN7SL832P,45.27
ENSG00000277446.1,Metazoa_SRP,52.72
ENSG00000143882.12,ATP6V1C2,49.93
ENSG00000239053.1,RNU7-138P,35.94
ENSG00000143870.13,PDIA6,46.27
ENSG00000238962.1,RNU7-176P,41.94
ENSG00000162975.5,KCNF1,66.97
ENSG00000226080.1,RPL6P4,46.73
ENSG00000150873.12,C2orf50,47.38
ENSG00000162976.13,SLC66A3,50.04
ENSG00000207267.1,RNU6-1081P,38.32
ENSG00000230154.1,AIDAP1,40.57
ENSG00000226961.3,PPIAP60,48.17
ENSG00000224177.8,LINC00570,46.89
ENSG00000169016.17,E2F6,41.96
ENSG00000196208.14,GREB1,47.32
ENSG00000201610.1,RNA5SP84,57.94
ENSG00000264010.1,MIR4429,53.42
ENSG00000251718.1,RNU2-13P,38.05
ENSG00000285626.1,5S_rRNA,56.3
ENSG00000239899.3,RN7SL674P,54.18
ENSG00000169006.7,NTSR2,50.57
ENSG00000230044.1,CDK8P1,46.76
ENSG00000134324.12,LPIN1,46.76
ENSG00000265056.1,MIR548S,26.83
ENSG00000265172.1,MIR4262,57.41
ENSG00000238503.1,SNORD18,37.14
ENSG00000264089.1,MIR3681,51.39
ENSG00000207183.1,RNU6-843P,42.31
ENSG00000264370.1,MIR3125,57.69
ENSG00000230448.5,LINC00276,35.76
ENSG00000251859.1,RNU6-1288P,35.58
ENSG00000237261.2,Metazoa_SRP,55.48
ENSG00000162981.14,LRATD1,41.55
ENSG00000229087.1,RPS26P18,48.85
ENSG00000079785.16,DDX1,39.55
ENSG00000231031.6,LINC01804,46.73
ENSG00000202160.1,RNU5E-7P,37.61
ENSG00000214657.4,RPLP1P5,51.48
ENSG00000223850.1,MYCNUT,45.69
ENSG00000243541.3,RN7SL104P,52.9
ENSG00000236289.4,GACAT3,46.27
ENSG00000197872.11,CYRIA,42.98
ENSG00000237670.1,LINC01866,37.48
ENSG00000222842.1,RN7SKP168,49.33
ENSG00000214843.3,ZFYVE9P2,45.53
ENSG00000236348.1,PSMC1P10,43.71
ENSG00000163032.12,VSNL1,41.81
ENSG00000163029.16,SMC6,36.86
ENSG00000178295.15,GEN1,35.88
ENSG00000151379.4,MSGN1,51.31
ENSG00000170745.12,KCNS3,39.79
ENSG00000240857.2,RDH14,41.87
ENSG00000250741.6,NT5C1B-RDH14,38.33
ENSG00000207170.1,RNU6-1215P,37.25
ENSG00000266738.1,MIR4757,63.64
ENSG00000143867.7,OSR1,55.71
ENSG00000237992.3,LINC01808,37.44
ENSG00000213403.2,CISD1P1,40.98
ENSG00000228784.9,LINC00954,48.72
ENSG00000183891.6,TTC32,39.38
ENSG00000118965.16,WDR35,36.89
ENSG00000132031.13,MATN3,42.5
ENSG00000068697.7,LAPTM4A,41.26
ENSG00000213729.3,RPS16P2,51.14
ENSG00000266059.2,RN7SL140P,54.76
ENSG00000200763.1,RNU6-961P,40
ENSG00000115884.11,SDC1,57.56
ENSG00000235411.1,DRG1P1,45.11
ENSG00000238735.1,RNU7-113P,37.1
ENSG00000232800.1,SLC7A15P,50.39
ENSG00000212171.1,RNA5SP86,52.04
ENSG00000143878.10,RHOB,57.46
ENSG00000200829.1,Y_RNA,45.54
ENSG00000279307.2,NDUFAF2P1,43.33
ENSG00000118960.13,HS1BP3,52.47
ENSG00000231948.2,HS1BP3-IT1,55.41
ENSG00000233416.1,RPS25P3,46.13
ENSG00000143869.7,GDF7,54.59
ENSG00000118961.15,LDAH,38.21
ENSG00000236436.1,LINC02850,36.01
ENSG00000084674.15,APOB,42.97
ENSG00000218819.6,TDRD15,35.06
ENSG00000270654.1,NUTF2P8,45.44
ENSG00000229621.2,LINC01822,36.6
ENSG00000264192.1,RN7SL117P,54.73
ENSG00000206882.1,RNA5SP87,50
ENSG00000234207.1,LINC01830,36.56
ENSG00000233587.2,LINC01884,38.04
ENSG00000222616.1,RN7SKP27,43.54
ENSG00000119771.15,KLHL29,50.5
ENSG00000119778.15,ATAD2B,37.99
ENSG00000224464.2,PGAM1P6,52.21
ENSG00000238111.1,RPS13P4,45.73
ENSG00000173960.14,UBXN2A,42.94
ENSG00000234946.1,SDHCP3,49.01
ENSG00000243847.3,RN7SL610P,53.95
ENSG00000205639.12,MFSD2B,48.5
ENSG00000163026.12,WDCP,43.29
ENSG00000222940.1,RNU6-370P,44.23
ENSG00000119782.14,FKBP1B,48.23
ENSG00000115128.7,SF3B6,43.05
ENSG00000219626.9,FAM228B,43.18
ENSG00000115129.14,TP53I3,49.47
ENSG00000176732.7,PFN4,44.11
ENSG00000186453.13,FAM228A,42.84
ENSG00000232963.1,HMGN2P20,50.18
ENSG00000233747.1,RPL36AP13,49.92
ENSG00000202430.1,RNA5SP88,49.54
ENSG00000206732.1,RNU6-936P,33.64
ENSG00000138092.11,CENPO,43.93
ENSG00000115137.12,DNAJC27,40.71
ENSG00000237953.1,RPS13P5,40.45
ENSG00000202479.1,SNORD14,40
ENSG00000207069.1,Y_RNA,45.1
ENSG00000084710.14,EFR3B,48.39
ENSG00000276653.1,RN7SL856P,52.68
ENSG00000229593.1,SUCLA2P3,44.44
ENSG00000115138.11,POMC,51.16
ENSG00000230452.1,LINC01381,49.78
ENSG00000221445.3,MIR1301,62.2
ENSG00000235072.2,ARNILA,53.34
ENSG00000224220.1,DTNB-AS1,43.11
ENSG00000201160.1,Y_RNA,45.13
ENSG00000187536.4,TPM3P7,48.5
ENSG00000217643.1,PTGES3P2,38.38
ENSG00000217718.1,NDUFB4P4,42.39
ENSG00000084731.15,KIF3C,48.25
ENSG00000237629.1,UQCRHP2,47.92
ENSG00000268412.2,TRMT112P6,56.79
ENSG00000084733.11,RAB10,40.63
ENSG00000199872.1,RNU6-942P,38.32
ENSG00000235440.1,RPS2P15,51.83
ENSG00000231655.1,EMP2P1,50.4
ENSG00000214465.3,SMARCE1P6,49.21
ENSG00000237951.1,PPIL1P1,50.7
ENSG00000157833.13,GAREM2,58.43
ENSG00000084754.12,HADHA,41.91
ENSG00000138029.14,HADHB,41.22
ENSG00000157856.12,DRC1,44.06
ENSG00000115155.19,OTOF,52.82
ENSG00000173557.15,FAM166C,53
ENSG00000157884.11,CIB4,49.04
ENSG00000225024.1,RPL37P11,45.21
ENSG00000213699.9,SLC35F6,52.66
ENSG00000115163.15,CENPA,48.97
ENSG00000145835.6,CDKN2AIPNLP2,54.26
ENSG00000157851.17,DPYSL5,46.42
ENSG00000084764.12,MAPRE3,45.88
ENSG00000205500.8,MAPRE3-AS1,43.6
ENSG00000119777.20,TMEM214,55
ENSG00000084693.16,AGBL5,48.47
ENSG00000231636.1,AGBL5-AS1,65.98
ENSG00000229122.1,AGBL5-IT1,48.97
ENSG00000228474.6,OST4,54.69
ENSG00000138080.14,EMILIN1,61.55
ENSG00000138030.13,KHK,53.11
ENSG00000143994.14,ABHD1,50.81
ENSG00000138073.14,PREB,57.4
ENSG00000186143.11,PRR30,58.72
ENSG00000163792.6,TCF23,52.67
ENSG00000138074.15,SLC5A6,53.48
ENSG00000084774.14,CAD,51.18
ENSG00000115194.11,SLC30A3,52.1
ENSG00000163793.13,DNAJC5G,48.59
ENSG00000138100.14,TRIM54,47.71
ENSG00000163794.6,UCN,68.64
ENSG00000115204.15,MPV17,50.33
ENSG00000234945.8,GTF3C2-AS1,47.47
ENSG00000115234.11,SNX17,53.1
ENSG00000163795.14,ZNF513,57.85
ENSG00000115241.11,PPM1G,45.39
ENSG00000213453.3,FTH1P3,47.95
ENSG00000115216.14,NRBP1,48.61
ENSG00000157992.12,KRTCAP3,53.33
ENSG00000138002.16,IFT172,45.51
ENSG00000200003.1,RNU6-986P,35.29
ENSG00000115226.10,FNDC4,57.44
ENSG00000084734.9,GCKR,45.33
ENSG00000243943.10,ZNF512,41.21
ENSG00000176714.10,CCDC121,42.37
ENSG00000198522.14,GPN1,41.23
ENSG00000119760.16,SUPT7L,41.28
ENSG00000243147.8,MRPL33,39.12
ENSG00000171174.15,RBKS,40.69
ENSG00000158019.21,BABAM2,39.38
ENSG00000270846.1,MYG1P1,51.39
ENSG00000265321.1,MIR4263,45.78
ENSG00000270528.1,FAM133EP,36.97
ENSG00000225991.1,RPL23AP34,49.02
ENSG00000075426.12,FOSL2,51.81
ENSG00000163803.13,PLB1,47.1
ENSG00000242915.1,SNRPGP7,42.45
ENSG00000222232.1,RNA5SP89,42.59
ENSG00000163806.16,SPDYA,39.58
ENSG00000171103.11,TRMT61B,41.37
ENSG00000163811.12,WDR43,39.27
ENSG00000264994.1,SNORD92,44.71
ENSG00000265145.1,SNORD53,46.15
ENSG00000222224.1,Y_RNA,37.76
ENSG00000265706.1,SNORD53B,46.15
ENSG00000189350.13,TOGARAM2,49.83
ENSG00000200283.1,Y_RNA,42.59
ENSG00000179270.7,PCARE,51.28
ENSG00000171094.18,ALK,43.51
ENSG00000242699.3,RN7SL516P,49.16
ENSG00000119801.13,YPEL5,41.9
ENSG00000207187.1,SNORA10B,54.89
ENSG00000231712.1,H3P5,48.56
ENSG00000213626.13,LBH,46.96
ENSG00000172954.14,LCLAT1,37.54
ENSG00000162949.16,CAPN13,45.57
ENSG00000158089.15,GALNT14,46.29
ENSG00000214711.10,CAPN14,43.65
ENSG00000201671.1,RNA5SP90,50.51
ENSG00000013016.16,EHD3,50.24
ENSG00000158125.10,XDH,42.92
ENSG00000277893.2,SRD5A2,39.03
ENSG00000223647.1,LINC01946,42.82
ENSG00000237007.4,KRT18P52,53.66
ENSG00000242272.1,AK2P2,52.84
ENSG00000162961.14,DPY30,39
ENSG00000152683.14,SLC30A6,39.74
ENSG00000229816.1,DDX50P1,42.67
ENSG00000201113.1,RNU6-647P,40.19
ENSG00000091106.19,NLRC4,42.85
ENSG00000119820.11,YIPF4,41.21
ENSG00000230046.1,BIRC6-AS1,36.77
ENSG00000207653.1,MIR558,42.55
ENSG00000018699.13,TTC27,39.46
ENSG00000265057.1,MIR4765,41.56
ENSG00000230876.8,LINC00486,43.34
ENSG00000236854.2,LINC00486,41.12
ENSG00000206951.1,Y_RNA,38.94
ENSG00000049323.16,LTBP1,40.26
ENSG00000223951.1,H2ACP2,40.33
ENSG00000212204.1,RNA5SP91,45.38
ENSG00000252246.1,RNA5SP92,51.82
ENSG00000283591.1,MIR4430,59.18
ENSG00000152689.18,RASGRP3,40.76
ENSG00000238038.1,ATP6V0E1P3,46.34
ENSG00000187999.4,HNRNPA1P61,45.02
ENSG00000239649.3,MYADML,46.86
ENSG00000235064.1,SLC25A5P2,49.83
ENSG00000237790.1,LINC01318,36.47
ENSG00000264352.2,RN7SL602P,50.62
ENSG00000196085.5,SMIM7P1,48.25
ENSG00000265301.1,MIR548AD,36.59
ENSG00000207255.1,RNU6-1117P,37.5
ENSG00000234587.1,MRPL50P1,43.75
ENSG00000233752.1,RPL21P36,44.24
ENSG00000150938.10,CRIM1,40.27
ENSG00000171055.15,FEZ2,40.54
ENSG00000115808.12,STRN,37.73
ENSG00000252756.1,RNU6-577P,40.82
ENSG00000008869.12,HEATR5B,38.6
ENSG00000224891.1,ARL14EPP1,40
ENSG00000233159.1,RPL31P16,44.38
ENSG00000218739.10,CEBPZOS,38.06
ENSG00000115816.15,CEBPZ,37.99
ENSG00000003509.16,NDUFAF7,38.97
ENSG00000115825.11,PRKD3,36.91
ENSG00000207364.1,RNU6-939P,39.25
ENSG00000115828.17,QPCT,41.29
ENSG00000253078.1,RNU6-1116P,39.39
ENSG00000163171.8,CDC42EP3,41.38
ENSG00000237803.6,LINC00211,44.17
ENSG00000115841.21,RMDN2,39.02
ENSG00000235848.4,RMDN2-AS1,38.47
ENSG00000138061.12,CYP1B1,44.41
ENSG00000199603.1,RNU6-951P,42.99
ENSG00000227770.1,RPL7P12,41.07
ENSG00000213594.4,GAPDHP25,50.85
ENSG00000119787.14,ATL2,39.46
ENSG00000231367.6,LINC02613,45.52
ENSG00000235009.1,LINC01883,47.28
ENSG00000213553.4,RPLP0P6,53.56
ENSG00000143889.16,HNRNPLL,37.07
ENSG00000143891.17,GALM,45.25
ENSG00000115875.19,SRSF7,41.45
ENSG00000152147.11,GEMIN6,45.01
ENSG00000227238.1,TTC39DP,37.91
ENSG00000232114.1,NPLP1,46.98
ENSG00000163214.21,DHX57,41.54
ENSG00000223922.1,ASS1P2,53.15
ENSG00000207295.1,RNU6-851P,42.06
ENSG00000265905.2,RN7SL96P,54.42
ENSG00000229692.3,SOS1-IT1,38.13
ENSG00000206985.1,RNU6-198P,45.19
ENSG00000225900.1,HSPE1P13,38.38
ENSG00000202309.1,Y_RNA,42.16
ENSG00000011566.15,MAP4K3,36.89
ENSG00000152154.11,TMEM178A,40.56
ENSG00000138050.15,THUMPD2,36.6
ENSG00000227028.6,SLC8A1-AS1,38.74
ENSG00000233128.2,LINC01794,34.28
ENSG00000237442.3,HNRNPA1P57,35.13
ENSG00000236090.2,LDHAP3,44.74
ENSG00000236533.1,RPS12P4,48.12
ENSG00000207218.1,Y_RNA,41.18
ENSG00000214691.9,LINC01913,44.6
ENSG00000223245.1,RNU4-63P,56.78
ENSG00000162878.13,PKDCC,56.23
ENSG00000224875.2,EML4-AS1,42.36
ENSG00000143924.19,EML4,38.02
ENSG00000115944.15,COX7A2L,44
ENSG00000171126.8,KCNG3,42.34
ENSG00000232526.1,VDAC1P13,47.38
ENSG00000236913.1,RPS13P3,43.78
ENSG00000057935.14,MTA3,43.08
ENSG00000273913.1,Metazoa_SRP,53.55
ENSG00000200550.1,RNU6-137P,37.96
ENSG00000162882.15,HAAO,48.95
ENSG00000226491.1,FTOP1,48.39
ENSG00000232202.1,CHORDC1P1,43.44
ENSG00000207087.1,RNU6-242P,40.19
ENSG00000152518.8,ZFP36L2,55.93
ENSG00000279873.2,LINC01126,56.62
ENSG00000252804.1,RNU6-958P,39.62
ENSG00000264071.2,RN7SL531P,54.96
ENSG00000207411.1,Y_RNA,34.58
ENSG00000152527.14,PLEKHH2,38.98
ENSG00000223658.8,C1GALT1C1L,41.52
ENSG00000252490.1,RN7SKP66,46.32
ENSG00000138036.18,DYNC2LI1,37.57
ENSG00000138075.14,ABCG5,45.18
ENSG00000143921.9,ABCG8,46.22
ENSG00000200924.1,RNU6-1048P,42.99
ENSG00000264047.2,RN7SL455P,57.45
ENSG00000252599.1,RNU6-566P,33.64
ENSG00000224637.1,PDSS1P2,47.49
ENSG00000138032.21,PPM1B,38.72
ENSG00000226972.2,RPL12P19,50.21
ENSG00000138079.14,SLC3A1,41.62
ENSG00000138078.16,PREPL,37.28
ENSG00000143919.15,CAMKMT,37.93
ENSG00000138083.5,SIX3,57.28
ENSG00000231848.1,KRTCAP2P1,54.23
ENSG00000170577.8,SIX2,58.98
ENSG00000068784.13,SRBD1,36.55
ENSG00000239396.3,RN7SL414P,53.06
ENSG00000171132.14,PRKCE,44.43
ENSG00000228481.1,PRKCE-AS1,42.01
ENSG00000233829.1,RPL26P15,44.02
ENSG00000233335.1,RPL36AP14,49.37
ENSG00000278764.1,Metazoa_SRP,53.19
ENSG00000116016.14,EPAS1,46.71
ENSG00000228100.2,LINC01820,52.17
ENSG00000187600.14,LINC02583,40.34
ENSG00000241791.3,RN7SL817P,53.12
ENSG00000284701.1,TMEM247,47.5
ENSG00000250565.7,ATP6V1E2,44.74
ENSG00000119729.12,RHOQ,43.97
ENSG00000250116.2,RHOQ-AS1,39.61
ENSG00000151665.13,PIGF,36.08
ENSG00000119878.6,CRIPT,39.04
ENSG00000222005.9,LINC01118,40.09
ENSG00000171150.9,SOCS5,37.79
ENSG00000180398.13,MCFD2,45.38
ENSG00000239605.11,STPG4,47.28
ENSG00000234690.7,EPCAM-DT,46.05
ENSG00000236824.2,BCYRN1,53
ENSG00000119888.11,EPCAM,44.35
ENSG00000222685.1,RN7SKP119,50.55
ENSG00000207923.1,MIR559,34.38
ENSG00000277396.1,Metazoa_SRP,56.11
ENSG00000095002.15,MSH2,45.38
ENSG00000184261.5,KCNK12,49.02
ENSG00000235760.4,MSH2-OT1,51.21
ENSG00000224443.1,NME2P2,49.02
ENSG00000283502.1,U6,41.38
ENSG00000235369.1,RPL36AP15,44.74
ENSG00000236549.1,RPS27AP7,40.22
ENSG00000226473.2,PPIAP62,45.95
ENSG00000275423.1,VN1R18P,43.13
ENSG00000201010.1,RN7SKP224,53.54
ENSG00000251889.1,RNU4-49P,40.71
ENSG00000162869.16,PPP1R21,39.73
ENSG00000202227.1,RNU6-282P,38.83
ENSG00000243244.7,STON1,45.18
ENSG00000068781.21,STON1-GTF2A1L,40.98
ENSG00000242441.8,GTF2A1L,38.06
ENSG00000239995.2,TPT1P11,40.96
ENSG00000138039.15,LHCGR,41.23
ENSG00000232285.1,ELOBP3,55.44
ENSG00000214602.3,CTBP2P5,55.54
ENSG00000170820.12,FSHR,39.06
ENSG00000212036.3,MIR548BA,28.57
ENSG00000206915.1,RNU6-439P,41.51
ENSG00000234253.1,RPL7P13,41.84
ENSG00000212580.1,SNORA75,36.97
ENSG00000230327.1,MTCO1P42,45.04
ENSG00000216191.1,MIR8485,40.66
ENSG00000224344.1,KNOP1P3,46.48
ENSG00000223710.1,CRYGGP,60.69
ENSG00000226366.1,CCDC12P1,53.22
ENSG00000236538.1,ZNF863P,37.05
ENSG00000202195.1,Y_RNA,37.25
ENSG00000225444.2,LINC01867,35.82
ENSG00000225842.1,GGCTP3,42.18
ENSG00000204993.3,CRTC1P1,62.19
ENSG00000233083.1,FTH1P6,55.06
ENSG00000264975.1,MIR4431,41.49
ENSG00000115239.24,ASB3,39.55
ENSG00000207456.1,RNU6-997P,48.6
ENSG00000143942.5,CHAC2,39.04
ENSG00000265452.1,MIR3682,29.76
ENSG00000119737.6,GPR75,44.83
ENSG00000068878.15,PSME4,38.04
ENSG00000170634.13,ACYP2,40.31
ENSG00000235937.1,RPL21P30,45.09
ENSG00000233266.1,HMGB1P31,41.45
ENSG00000252934.1,RNU7-172P,35.94
ENSG00000178021.11,TSPYL6,48.79
ENSG00000177994.16,C2orf73,38.88
ENSG00000115306.16,SPTBN1,42.78
ENSG00000228108.1,SPTBN1-AS1,42.74
ENSG00000237887.1,RPL23AP32,48.8
ENSG00000231334.2,EML6-AS1,36.61
ENSG00000252507.1,RNU7-81P,45.31
ENSG00000200086.1,RNU6-433P,36.54
ENSG00000162994.16,CLHC1,39.62
ENSG00000227799.1,CDPF1P1,56.97
ENSG00000085760.15,MTIF2,39.6
ENSG00000162997.15,PRORSD1P,44.56
ENSG00000206964.1,Y_RNA,43.24
ENSG00000233594.2,BTF3P5,44.75
ENSG00000238619.1,RNU6-775P,32.29
ENSG00000238493.1,RNU6-221P,32.32
ENSG00000239189.1,RNU6-634P,34.91
ENSG00000163001.12,CFAP36,40.38
ENSG00000275052.5,PPP4R3B,38.14
ENSG00000138035.15,PNPT1,39.71
ENSG00000115380.20,EFEMP1,37.96
ENSG00000202344.1,RN7SKP208,52.91
ENSG00000207548.3,MIR217,36.36
ENSG00000207798.1,MIR216A,47.27
ENSG00000211520.2,MIR216B,45.12
ENSG00000229805.1,LINC01813,39.19
ENSG00000055813.6,CCDC85A,38.51
ENSG00000199395.1,RNA5SP93,50.88
ENSG00000231570.1,PPIAP63,42.8
ENSG00000271115.1,EIF2S2P7,37.59
ENSG00000028116.18,VRK2,35.24
ENSG00000233426.3,EIF3FP3,56.08
ENSG00000225226.2,LINC01795,36.68
ENSG00000222030.1,LINC01793,37.59
ENSG00000200101.1,RNU6-508P,32.04
ENSG00000252726.1,RNA5SP94,45.37
ENSG00000200807.1,RNU1-32P,47.8
ENSG00000266078.1,MIR4432,51.19
ENSG00000119866.22,BCL11A,44.77
ENSG00000242158.3,RN7SL361P,54.7
ENSG00000271134.1,IFITM3P9,56.45
ENSG00000213495.3,RPL26P13,44.16
ENSG00000252718.1,RNU6-612P,35.29
ENSG00000271707.1,ATP1B3P1,42.02
ENSG00000115421.13,PAPOLG,39.59
ENSG00000241524.3,RN7SL632P,47.74
ENSG00000237024.1,RPL21P33,45.25
ENSG00000201076.1,RNU4-51P,37.14
ENSG00000237522.1,NONOP2,47.93
ENSG00000232713.2,RPS12P3,46.88
ENSG00000162927.14,PUS10,39.5
ENSG00000222251.1,RNA5SP95,45.26
ENSG00000162928.9,PEX13,39.79
ENSG00000173209.23,AHSA2P,44.61
ENSG00000115464.15,USP34,38.8
ENSG00000206937.1,SNORA70B,49.63
ENSG00000226884.1,RPS29P10,50.6
ENSG00000206973.1,RNU6-1145P,39.25
ENSG00000227361.1,RPS24P7,39.43
ENSG00000170264.13,FAM161A,41.32
ENSG00000230702.1,RPL31P30,44.32
ENSG00000115484.15,CCT4,40.97
ENSG00000278523.1,Y_RNA,38.03
ENSG00000242735.1,RPSAP26,51.28
ENSG00000170340.11,B3GNT2,45.39
ENSG00000266097.1,MIR5192,55.43
ENSG00000239958.3,RN7SL51P,48.77
ENSG00000241625.3,RN7SL18P,56.7
ENSG00000186889.10,TMEM17,39.28
ENSG00000233702.1,RPL37P13,46.59
ENSG00000229503.1,RPL21P37,41.93
ENSG00000232144.1,PSAT1P2,41.98
ENSG00000230595.1,RSL24D1P2,36.89
ENSG00000115504.15,EHBP1,36.7
ENSG00000252436.1,Y_RNA,39.05
ENSG00000237162.1,RPS20P9,42.78
ENSG00000115507.10,OTX1,59.54
ENSG00000232403.1,RPL27P5,46.47
ENSG00000242412.1,DBIL5P2,45.21
ENSG00000143951.16,WDPCP,37.72
ENSG00000283636.1,Metazoa_SRP,52.02
ENSG00000233716.1,MTFR2P1,36.8
ENSG00000014641.21,MDH1,38.05
ENSG00000228305.2,PRELID1P6,54.13
ENSG00000229920.2,RPS4XP5,37.69
ENSG00000234488.1,RPL27P6,47.54
ENSG00000228872.2,CSP1,47.43
ENSG00000229221.1,HNRNPA1P66,45.07
ENSG00000169764.16,UGP2,38.65
ENSG00000143952.20,VPS54,37.1
ENSG00000197329.12,PELI1,36.89
ENSG00000230923.2,LINC00309,40.82
ENSG00000264297.2,MIR4433B,51.96
ENSG00000283222.1,MIR4433A,51.85
ENSG00000236148.5,RPL23AP37,45.36
ENSG00000223935.3,LGALSL-DT,42.61
ENSG00000119862.13,LGALSL,44.8
ENSG00000223863.1,LINC01805,43.27
ENSG00000283204.1,MIR4434,33.96
ENSG00000252414.1,RNU6-100P,40.57
ENSG00000233694.6,LINC02579,50.16
ENSG00000179833.4,SERTAD2,40.14
ENSG00000227791.3,RPS10P9,54.8
ENSG00000275588.1,RN7SL341P,53.69
ENSG00000199964.1,Y_RNA,44.12
ENSG00000234572.1,LINC01800,47.25
ENSG00000244534.3,RN7SL211P,55.07
ENSG00000227394.1,RPL11P1,46.05
ENSG00000115902.11,SLC1A4,45.52
ENSG00000252892.1,RNU6-548P,46.96
ENSG00000138069.18,RAB1A,42.82
ENSG00000272025.1,SNORA74,49.75
ENSG00000172974.11,VDAC2P5,45.06
ENSG00000198369.10,SPRED2,43.76
ENSG00000237979.1,DNAJB12P1,53.14
ENSG00000223739.1,RPS15AP15,43.14
ENSG00000243029.3,RN7SL635P,54.39
ENSG00000251900.1,VTRNA2-2P,48.54
ENSG00000214533.3,KRT18P33,54.17
ENSG00000264525.1,MIR4778,41.25
ENSG00000232164.1,LINC01873,37.09
ENSG00000226819.1,MEIS1-AS3,42.16
ENSG00000143995.20,MEIS1,39.2
ENSG00000230749.5,MEIS1-AS2,46.61
ENSG00000232046.7,LINC01798,39.07
ENSG00000237179.6,LINC01797,36.34
ENSG00000224071.1,DNMT3AP1,52.99
ENSG00000230525.6,LINC01799,38.12
ENSG00000232688.2,LINC01628,43.58
ENSG00000235885.8,LINC01828,36.94
ENSG00000236780.7,LINC01829,37.52
ENSG00000143971.9,ETAA1,33.29
ENSG00000224173.2,LINC02831,37.99
ENSG00000237013.1,LINC01812,38.51
ENSG00000235968.1,FBXL12P1,61.7
ENSG00000197223.12,C1D,38.27
ENSG00000236259.1,PPIAP64,48.24
ENSG00000115946.8,PNO1,40.98
ENSG00000221823.11,PPP3R1,37.41
ENSG00000119865.9,CNRIP1,40.04
ENSG00000115956.10,PLEK,41.17
ENSG00000204923.4,FBXO48,40.06
ENSG00000169618.7,PROKR1,46.47
ENSG00000163219.12,ARHGAP25,41.83
ENSG00000228329.3,LINC01890,44.61
ENSG00000237576.2,LINC01888,42.67
ENSG00000163217.2,BMP10,40.27
ENSG00000283586.1,GKN3P,44.07
ENSG00000183607.10,GKN2,39.61
ENSG00000169605.7,GKN1,36.81
ENSG00000266649.1,MIR3126,40.54
ENSG00000251850.1,RNA5SP96,54.21
ENSG00000199460.2,RNU6-1216P,40.19
ENSG00000198380.13,GFPT1,39.51
ENSG00000252250.1,Y_RNA,36.56
ENSG00000169599.13,NFU1,41.57
ENSG00000244236.3,RN7SL604P,56.76
ENSG00000207016.1,SNORA36C,41.67
ENSG00000232228.1,RPL36AP16,46.86
ENSG00000229948.2,B3GALNT1P1,43.09
ENSG00000196975.16,ANXA4,41.93
ENSG00000087338.5,GMCL1,37.76
ENSG00000270723.1,RPL23AP92,49.02
ENSG00000124380.11,SNRNP27,40.47
ENSG00000059728.11,MXD1,40.74
ENSG00000263669.2,RN7SL470P,58.3
ENSG00000169564.7,PCBP1,54.89
ENSG00000225392.1,MRPL36P1,54.49
ENSG00000115998.8,C2orf42,43.21
ENSG00000116001.17,TIA1,39.67
ENSG00000221238.1,MIR1285-2,52.27
ENSG00000231414.1,RPL39P15,41.03
ENSG00000116005.12,PCYOX1,45.24
ENSG00000143977.14,SNRPG,41.07
ENSG00000035141.8,FAM136A,48.46
ENSG00000235289.1,BRD7P6,43.84
ENSG00000163235.16,TGFA,43.95
ENSG00000224606.1,TGFA-IT1,46.44
ENSG00000075340.23,ADD2,44.81
ENSG00000183733.6,FIGLA,43.57
ENSG00000228034.1,HMGN2P21,51.11
ENSG00000152672.8,CLEC4F,46.88
ENSG00000231386.1,MOB4P1,38.26
ENSG00000116031.9,CD207,51.02
ENSG00000237751.2,LINC01143,56.92
ENSG00000116035.4,VAX2,49.06
ENSG00000116039.13,ATP6V1B1,50.19
ENSG00000239322.1,ATP6V1B1-AS1,51.12
ENSG00000226186.1,ELOCP21,41.07
ENSG00000241159.3,RN7SL160P,53.87
ENSG00000144031.12,ANKRD53,55.73
ENSG00000234485.5,OR7E46P,48.09
ENSG00000234896.1,OR7E62P,45.49
ENSG00000124357.13,NAGK,49.56
ENSG00000124370.11,MCEE,41.39
ENSG00000124374.9,PAIP2B,40.16
ENSG00000075292.19,ZNF638,38.16
ENSG00000200779.1,RNU6-105P,43.27
